Place,Reviewer Name,Reviewer Link,Reviewer Image,Rating,Date,Text,Photos,Likes Count
Doleshwar Mahadev Temple,Dheeraj Dheeraj,https://www.google.com/maps/contrib/109912793598690132943/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVVi2BX_oQmFamrLMdOPGCWEEAZ4stYI-YgqojGYjTTxiXs0F8w=w36-h36-p-rp-mo-ba6-br100,5,7 months ago,"Doleshwor Mahadeva (Nepali: डोलेश्वर महादेव) is a Hindu Temple of Lord Shiva located in Suryabinayak, south eastern part of Bhaktapur District, Nepal, and is believed to be the head part of Kedarnath temple located in Uttarakhand, India.

The Hindu activist Bharat Jangam had been researching and claiming that Doleshwar Mahadev is the head part of Kedarnath based on the surprising links between Kedarnath and Doleshwor. The Sculptures of Shive found in both shrines are 4,000 years old. Even a stone scripture found in Doleshwor was written in Sanskrit and Old Nepalese. The priests in both shrines are selected from India's southern states of Karnataka, Andhra Pradesh, Kerala and Tamil Nadu. Both priests affix the word ‘ling’ after their names to convey their proximity to the god as his worshipper and both temples have a cluster of five Shiva shrines. The main deity of both priests is Birbhadra, a companion of Shiva, according to Hindu scriptures.","https://lh5.googleusercontent.com/p/AF1QipN28rj--0N-2ESw0NKXY3jt_blm0AlgE4MaiSBw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNeoE0wQ25LxwGiFUnej2clIJcDiEtte5Tw__TF=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMIzegt0OBv8byLVbH4I4MLtATwqZ27CHvf_g0x=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM0lp1-8oSL7HDpMmYK7_l43D5CT_Tv-Qxfs_tA=w300-h225-p-k-no",2
Doleshwar Mahadev Temple,Anitha Revankar,https://www.google.com/maps/contrib/117637059994005454365/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUVGkv2jnOXSTBAwAPgLd_MAiWHrIFElgNLLpzzrw-mDJ2ZTeDU=w36-h36-p-rp-mo-ba4-br100,5,8 months ago,"Doleshwor Mahadev Temple welcomes you with open arms, offering a sacred environment for self-reflection, devotion, and a deep connection with the divine. It possesses immense cultural and religious significance, which is deeply steeped in Hinduism's traditions and local culture. Its significance goes beyond its architectural beauty, making it a renowned site for both spiritual and cultural devotion.Doleshwor Mahadeva is a Hindu Temple of Lord Shiva located in Suryabinayak, south eastern part of Bhaktapur District, Nepal, and is believed to be the head part of Kedarnath temple located in Uttarakhand, India.","https://lh5.googleusercontent.com/p/AF1QipMnzij68lFAHghZRse8-lL9CWkvfP1rxBB9-F9M=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNKA1IeP7kxO_IZIgQNiabmm3ZrMt7lv4P8SBf2=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMHoMtihAO4Uftf3-__FbBMCbnmPZm1PHWSlYC4=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPV0dOjCH8Ypt5tS6xQFE-0ZI1IvsN1Y0LLMOoz=w300-h225-p-k-no",1
Tal Barahi Temple,Siddhartha Maharjan,https://www.google.com/maps/contrib/104387884750524050539/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXUnXsC2Ys6XFJpWi_azuVTYymEnYgGqEhaWANBEy15prIPlqbbWQ=w36-h36-p-rp-mo-ba6-br100,5,a month ago,"Taal Barahi Temple, located on a small island in the middle of Phewa Lake, is one of Pokhara’s most revered religious and cultural landmarks. Dedicated to the Hindu goddess Barahi, it is a must-visit for both tourists and devotees. The journey to reach the temple itself is enchanting—a short boat ride across the serene waters of Phewa Lake offers mesmerizing views of the surrounding Annapurna range, adding a touch of adventure and tranquility.

Once you arrive, the temple exudes a sense of peace and spirituality. Its two-tiered pagoda-style architecture, traditional to Nepal, stands gracefully amidst a lush natural setting. The temple is a focal point for worshippers, particularly during festivals and religious celebrations when rituals and offerings take place. For visitors, it offers a unique glimpse into the rich cultural and spiritual traditions of Nepal, making it both a sacred and culturally enriching experience.

Taal Barahi Temple isn’t just about spirituality; it also offers a perfect blend of nature and history. Visitors can enjoy stunning 360-degree views of Pokhara Valley and the surrounding hills, making it a popular spot for photography. The gentle lapping of lake waters and the backdrop of snow-capped peaks create an unforgettable ambiance, making every visit a memorable one.

Whether you seek spiritual fulfillment, cultural insight, or simply a peaceful retreat surrounded by natural beauty, Taal Barahi Temple offers an experience unlike any other—a true gem in the heart of Pokhara.","https://lh5.googleusercontent.com/p/AF1QipPIaFUetPnOTKMd6-KdIyktLK6S4c4Yksm4k8te=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM5QTdMytsT_FgVTMN5gci50gVbsCqR4u_QWvWV=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMdVVxLtqCYdE9gOe6IFDtOJ16gZSW0veNKNizk=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNwSDDf38vyqiRGCH8ECITyVlodQUIHksW_hmv2=w300-h225-p-k-no",1
Tal Barahi Temple,Aashutosh Shiwakoti,https://www.google.com/maps/contrib/114199858692034035254/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVlU4PJALasEPtl5q1SXg4tSq2lEj5cu_xL8-K9D_aTeAXDZtma1g=w36-h36-p-rp-mo-br100,5,a month ago,"Tal Barahi Temple in Pokhara is truly a serene and spiritual experience! Situated on a small island in the beautiful Phewa Lake, the journey to the temple begins with a peaceful boat ride. The boating itself is amazing—calm waters, breathtaking mountain views, and the lake’s reflection of the surrounding hills and peaks make it magical. The evening arati is also spiritual, aarati starts at 6 pm.

Upon arriving at the temple, the atmosphere is calm and filled with reverence. The architecture is unique, and the temple's location in the middle of the lake adds a mystical vibe. It’s the perfect spot for both relaxation and prayer. Visiting Tal Barahi Temple was one of the highlights of my Pokhara trip, and I’d highly recommend it to anyone visiting the area!","https://lh5.googleusercontent.com/p/AF1QipN82XaXX-72hVTenlaiVQ1vM7tPti0BFjDRJguT=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPEf7MeE5bvpIHkh3zEWskTnxcew7LlwcuJnURz=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNFxFQGmCBRk74UM1DK1NbYOUDr74gZ0FI_rnRZ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMm-IEhE7gBhgpEhsi-LVxigYNU9BizOl0OC2lX=w300-h225-p-k-no",0
Tal Barahi Temple,nisip shrestha,https://www.google.com/maps/contrib/108112190298139748122/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVmlisyk2-XqYrxAIFUoJtnsx8Kosgs84n2c6L9KBi3vm8-NfrO=w36-h36-p-rp-mo-ba3-br100,5,a month ago,"Review of Tal Barahi River, Pokhara
⭐⭐⭐⭐⭐

Visiting Tal Barahi River in Pokhara was an unforgettable experience! The natural beauty here is simply breathtaking—the river’s serene flow and the lush green surroundings create a calming atmosphere that feels like a little piece of paradise. Watching the reflection of the Annapurna Range on the water, especially at sunrise, is something I’ll never forget.

The ambiance by the river is peaceful and inviting, perfect for relaxing or capturing some amazing photos. Taking a boat ride to Tal Barahi Temple added a beautiful cultural touch to the visit, blending nature and spirituality in such a unique way. The locals were welcoming, and I enjoyed learning about the significance of the temple from them.

For anyone visiting Pokhara, a trip to Tal Barahi River is a must! It’s the perfect spot for unwinding, taking in stunning views, and experiencing a deep connection with nature.","https://lh5.googleusercontent.com/p/AF1QipO1Ha8DFiPwGAXYkp_FFAKkdSzqULa9wlxJsoHI=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOfyye5FKZkKowlekfYSYtTcnXxXnUJq2GUYqo0=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNVzC0Tz9Xh_KT6KAKg6rWmsiAS19MC-iMXEAls=w300-h225-p-k-no",0
Tal Barahi Temple,Suman Poudel,https://www.google.com/maps/contrib/118294799641860092712/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWB4jXY9E0vEy0QeUM9pWkMF3zwprZRPoVyHbIf4UWHxaNgd4P41g=w36-h36-p-rp-mo-ba4-br100,5,4 days ago,"I recently had the opportunity to visit Tal Barahi Temple in Pokhara, and it was a truly unforgettable experience. The temple is a beautiful and peaceful place, and it is a great way to learn about Nepalese culture and religion.",https://lh5.googleusercontent.com/p/AF1QipPLVSqVdd9D9wI7Ru7FkhG-qNMuCShvY9eOh_E9=w600-h450-p-k-no,0
Tal Barahi Temple,Vineet Singh,https://www.google.com/maps/contrib/111199334915029943227/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVtGS-98c7B07SdaBnza82hER4HFK4cD2APk_hlTL_tSQzT-3A=w36-h36-p-rp-mo-ba5-br100,4,5 months ago,"Tal Barahi temple also known as ‘Lake Temple’ or ‘Barahi Temple’ is a Hindu temple of the goddess Barahi. It is the most important religious monument in Pokhara, Nepal. This temple is located on a small island in the middle of Phewa Lake.

I had visited there few months back during my Nepal tour. You can please visit my YOUTUBE/INSTAGRAM for detailed videos of my Nepal tour and travel tips:
YouTube: Serioustalk1187
Instagram: Vineetsingh411","https://lh5.googleusercontent.com/p/AF1QipNKMPTsrr-rEnKnzBBUDJj-3wQChZpr8IcLIbp0=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPiPuUP3owab2Re3YCJAQlMMaFqpRSJ3ifJEyys=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMSJcdOmJxOHasYZwbaTDDxbL7uq7R39uAz1azo=w300-h225-p-k-no",0
Tal Barahi Temple,paRul Jha,https://www.google.com/maps/contrib/115180386224651038959/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWSYJolOm9WGTLckfLebNkgf3NSiKPnx9QxEkyZErw6uM095ust=w36-h36-p-rp-mo-ba6-br100,5,5 months ago,"Tal Barahi temple also known as ‘Lake Temple’ or ‘Barahi Temple’ is a Hindu temple of the goddess Barahi…..It is the most important religious monument in Pokhara, Nepal…..This temple is located on a small island in the middle of Phewa Lake…..As the temple is situated on a small island, the only way to visit it is by boat…..The temple is a symbol of the manifestation of Ajima representing the female force…charge of boat is two way 1250 NPR and other side 50 per person sharing boat","https://lh5.googleusercontent.com/p/AF1QipNOC0_KOwaqjoTTUZi-v66AewNfDwNkNACL4f9K=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPhvKy_Qa47VYiFMRUzZ_Pqqb25ZJ5ATvquS9MQ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOyMrcaZfORFlNBZnf99o08Eou1IY4oS4jR5Z2-=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP9GUBia3_CXTch8f9Nny0XIi5KhTjKyY7fNJkM=w300-h225-p-k-no",0
Tal Barahi Temple,Moitrish Maity,https://www.google.com/maps/contrib/110959892399691147724/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjU59X3Etg2UuyWrC6JElAFHLeVoQE_ZYboZr1OsgJ9gOdVMBEMR=w36-h36-p-rp-mo-ba5-br100,5,7 months ago,Tal Barahi Temple in the middle of Phewa Lake is the main tourist destination of Pokhara and a Hindu religious place. This temple is in an isolated island and dedicated to Goddess Durga in Bahari (boar) incarnation. You have to take a boat to reach this temple in the middle of a beautiful lake. Also you have to buy the tickets in advance when renting a boat. There is a pagoda style temple here. There are fish and pigeons and you can feed them if you want.,"https://lh5.googleusercontent.com/p/AF1QipMfw7JcJ5WlTfGmGWawNpeybKjbT7i_fyruOg4m=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMt5uSIxB2rwsVBtR5Yc3lwR80dkV6dT38sQAuf=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMgGrlxggohB64XiUHmNEreWDvVoLTWFKgWusfK=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMUuEIhFtRjeyku74r5bxwIFiDXBFkXAF5NvMUF=w300-h225-p-k-no",2
Tal Barahi Temple,Filippo Francesconi,https://www.google.com/maps/contrib/117375108020079164019/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXqktpJFp6ZjRWosoMlvbpt-fO-2EqAAxiaI3IYC2ZbhcIJ6LMI=w36-h36-p-rp-mo-ba5-br100,5,3 months ago,"Tal Barahi Temple: A Sacred Island Retreat in Pokhara

Tal Barahi Temple, also known as Barahi Temple, is a small yet significant Hindu temple located on a tiny island in the middle of Phewa Lake in Pokhara, Nepal. Dedicated to the goddess Durga, who is worshipped in her boar incarnation, this temple is one of the most important religious sites in Pokhara and a popular destination for both pilgrims and tourists.

Accessible only by boat, the journey to Tal Barahi Temple is as much a part of the experience as the visit itself. As you approach the temple by crossing the serene waters of Phewa Lake, surrounded by the stunning backdrop of the Annapurna mountain range, you get a sense of the temple’s unique and tranquil setting. The island is small and lush, with the temple at its center, providing a peaceful and reflective environment for worship.

The temple’s architecture is simple, featuring a traditional pagoda style, which is typical of Nepalese religious structures. Despite its modest size, Tal Barahi Temple plays a central role in the spiritual life of the local community, hosting various religious ceremonies and festivals throughout the year, particularly during the Dashain festival, when the temple sees an influx of devotees.

While the temple is primarily a place of worship, it also draws many visitors who are captivated by its picturesque location and the sense of serenity it offers. However, the area can get busy during peak tourist seasons, and the small size of the island means that space can be limited.

Tal Barahi Temple is not just a religious site but also a serene retreat that offers visitors a moment of peace amidst the natural beauty of Pokhara. Whether you are drawn by its spiritual significance or simply by the stunning setting, a visit to Tal Barahi Temple is a memorable part of any trip to Pokhara.","https://lh5.googleusercontent.com/p/AF1QipNSzgX-LmObI27qYkTwNOG4qwDO2gMz4W24tC8K=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPEamO5oMpAWnkF8ZlzEr-s33BQQGhGRxK1vlZd=w300-h450-p-k-no",1
Patan Museum,Shaik Masood,https://www.google.com/maps/contrib/108551611803243572537/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWUiho27m3zY-maqyU0fErg0rR2N7aZVyArzb-LivvGKiRcnzto=w36-h36-p-rp-mo-ba7-br100,5,a month ago,"Located within the Patan Darbar Square, this is a beautiful museum showcasing Nepal's rich history and culture. Also contains lawns, gardens, ponds and galleries. Includes many cultural, religious and historic items that will enlighten you with theological knowledge. Easily spend 2-3hrs here if you love museums. Entry fee is NPR 250/- for SAARC citizens.","https://lh5.googleusercontent.com/p/AF1QipPTXfvE9ZdMKf7l45RG1GQrdcZT7ORvzrPHUCeo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP803gr-HW-ulRVR9peRNV_BsP_8Bw_V-Y4t7Ie=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMwkdwWOmSx70PsIIDMcFzJ-Kr2LX7zr0eMViX-=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPYTn1LP00reCG5aALV9-_UL5hDPZCAoI5bdt1S=w300-h225-p-k-no",0
Patan Museum,Nishan Sangroula,https://www.google.com/maps/contrib/108516365644151042200/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocL85XD6Gr8jbGOuLjLEWt9mKR_0AcnmlIRdzm-Sfa-jH3Q3XU0=w36-h36-p-rp-mo-ba4-br100,5,3 weeks ago,"The Patan Museum, located in the heart of Patan Durbar Square in Lalitpur, Nepal, is a treasure trove of traditional art and architecture. Housed within a meticulously restored palace, the museum is renowned for its vast collection of cultural artifacts, particularly those reflecting the rich history of the Kathmandu Valley. It was inaugurated in 1997 and has since become one of Nepal's most celebrated cultural landmarks.

The museum specializes in Hindu and Buddhist sculptures, showcasing works that span over 1,000 years. Many of the artifacts are crafted from bronze, stone, and wood, highlighting the exceptional craftsmanship of the Newar artisans. Among its prized exhibits are intricately carved statues of Hindu deities such as Vishnu, Shiva, and Durga, as well as Buddhist icons like Avalokiteshvara and Tara.

The architecture of the museum itself is a masterpiece. The building, a part of the former royal palace complex, blends traditional Newar design with modern restoration techniques. Its red brick facade, ornately carved wooden windows, and open courtyards reflect the grandeur of Nepal's Malla period. The museum's galleries are thoughtfully curated, offering detailed explanations about the historical, cultural, and religious significance of each artifact.

Beyond its exhibits, the museum provides visitors with insights into the philosophical and spiritual traditions of the region. Interactive displays and informative panels make it an engaging experience for both locals and international tourists.

The Patan Museum is not just a repository of artifacts; it is a celebration of Nepal's artistic heritage. With its serene ambiance and educational value, it offers a unique opportunity to delve into the history and spirituality of one of the world’s oldest cultures. A visit to the museum is an enriching experience that leaves visitors with a deeper appreciation for Nepal’s timeless artistry.","https://lh5.googleusercontent.com/p/AF1QipM37PjFSxz4yvXGE1jeAMyY7H6Rl-HYRCoxPRaE=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOOqGawWJBK-48isYK6gfSRMhR55_uvRuA_yZU5=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOU9q8cwZA6L7JI9N-mJqUf1oLNxYfxGSP9EvsC=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPSSl5ii26sVIyXSWk2Hu-tgIJ-5U2b-DPx5KN8=w300-h225-p-k-no",0
Patan Museum,Rajan Gothi,https://www.google.com/maps/contrib/111296321523682574564/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWoJ3-g8RH1GHUkKPo_nFNCG79pAbbvdftp9_maEn53Bcu_WwxP6A=w36-h36-p-rp-mo-ba5-br100,5,4 months ago,"Buy Ticket _ Hire guide _ explore place _ collect memories _ walk in history

Details as follows :

A stunning example of Newari architecture and history.

The square is filled with beautiful temples and intricate carvings.

Patan Durbar Square is a must-visit for its rich cultural heritage and well-preserved ancient structures. Truly a gem in Kathmandu Valley.

A peaceful and historic site with incredible architecture.

The museum here is also worth a visit for a deeper understanding of Nepalese art.

Beautifully preserved and full of history, Patan Durbar Square offers a serene escape with breathtaking temples and monuments.

An architectural masterpiece, Patan Durbar Square is a treasure trove of history and culture.

The artistry and craftsmanship are remarkable.","https://lh5.googleusercontent.com/p/AF1QipPqP0beb-KQ0ksS-ttWDzLrr0BeorcQrU-Fr1mV=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOGfkcH0U-G2MM8eSW6rh8wBuhmk_Q8yEaV7XJK=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMgErRl1X-B8WUe196m4qplsXL8sUx3HQNLuDaF=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNvNg8DDnTzq01nX86fmoVdSw2IR-b4n-dt4ROL=w300-h225-p-k-no",0
Patan Museum,Supriya,https://www.google.com/maps/contrib/106391205126180622089/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXQ1ZN4swQFuk5VzhLfaC1Zgnjphr356qDELqge1yNuENhMM1OJ=w36-h36-p-rp-mo-ba3-br100,5,a month ago,"Cannot recommend this place enough!! Its so beautiful. The history, and architecture is amazing. Also, it being the location for dr strange is the cherry on top.","https://lh5.googleusercontent.com/p/AF1QipNCtPC1PqEd4zMNu-mm7uCVrxCiy8OinDlgULst=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP4RzWoB98ZvrXagoNWWYhSqxn1pumIIR4L4QE5=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPzq9-yTqDAa9YVQhcIMzIAOQABs1w5fMacrr9G=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOlEFD0SR9qu6Cm-2ptI2ZfDu2aGsud_B76GhRE=w300-h225-p-k-no",0
Patan Museum,Nadja Haas,https://www.google.com/maps/contrib/110903938394113886889/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjU2vYWKukskep7p6Fv0EPzvUVYSgHBJ8GuMxaf9nATvCz0vX_5E=w36-h36-p-rp-mo-br100,5,2 months ago,"This is a very special place in Patan with a great collection very well presented.
...a journey through time and symbolic artifacts well explained.","https://lh5.googleusercontent.com/p/AF1QipOL8t2k2zlymODCHuHfPawHtgbP6mtxNw-Jn_0R=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNkG80MO78sxbfKb4O6g-YuCwaAoSsk_JTyBeZo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO9KipWX-v3iFzzNnMsifzPcRT4nm0eUFvhhq8q=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPc1Se_3pQGs4d6Fiw3uk8FNxorHgigVSDSQW5n=w300-h225-p-k-no",1
