ID,Name,Latitude,Longitude,Country,City,Category,Description
14573,Buyu Labu,-2.2076,120.665,Indonesia,Kasintuwu,Natural Landmark,Not Available
14574,Buyu Lalaapu,-2.172,120.6773,Indonesia,Panda Jaya,Natural Landmark,Not Available
14575,Buyu Lalode,-1.6146,120.7246,Indonesia,Panjoka,Natural Landmark,Not Available
14576,Buyu Lanca,-2.2995,120.6241,Indonesia,Margolembo,Natural Landmark,Not Available
14577,Buyu Landonua,-1.7034,120.5158,Indonesia,Mayakeli,Natural Landmark,Not Available
14578,Buyu Langgadopi,-1.8186,120.7221,Indonesia,Ompo Didiri,Natural Landmark,Not Available
14579,Buyu Latoti,-2.3609,120.8904,Indonesia,Argomulyo,Natural Landmark,Not Available
14580,Buyu Lawara,-1.9877,120.5081,Indonesia,Panjo,Natural Landmark,Not Available
14581,Buyu Lembodange,-1.9199,120.7177,Indonesia,Poleganyara,Natural Landmark,Not Available
14582,Buyu Lepati,-1.6229,120.744,Indonesia,Panjoka,Natural Landmark,Not Available
14583,Buyu Lian,-1.5379,120.7409,Indonesia,Panjoka,Natural Landmark,Not Available
14584,Buyu Limbaata,-1.6275,120.7316,Indonesia,Panjoka,Natural Landmark,Not Available
14585,Buyu Limbo,-2.0329,120.5225,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14586,Buyu Limbokodi,-2.228,120.6024,Indonesia,Kasintuwu,Natural Landmark,Not Available
14587,Buyu Limbomate,-2.2246,120.7016,Indonesia,Luwu Timur,Natural Landmark,Not Available
14588,Buyu Limbomorapi,-2.297,120.6543,Indonesia,Margolembo,Natural Landmark,Not Available
14589,Buyu Liro,-2.0348,120.511,Indonesia,Luwu Utara,Natural Landmark,Not Available
14590,Buyu Lumut,-1.1999,121.8048,Indonesia,Wana Sari (upt Dat. Bulan Iii),Natural Landmark,Not Available
14591,Buyu Mabungka,-2.2152,120.5869,Indonesia,Luwu Timur,Natural Landmark,Not Available
14592,Buyu Makupa,-2.0127,120.7089,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14593,Buyu Malanduka,-2.3905,120.691,Indonesia,Balai Kembang,Natural Landmark,Not Available
14594,Buyu Malelo,-1.7842,120.572,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14595,Buyu Mamborangko,-2.1984,120.5987,Indonesia,Kasintuwu,Natural Landmark,Not Available
14596,Buyu Mandelelangi,-1.9808,120.5418,Indonesia,Panjo,Natural Landmark,Not Available
14597,Buyu Maombo,-2.3722,120.7209,Indonesia,Wonorejo,Natural Landmark,Not Available
14598,Buyu Mapipi,-2.1266,120.516,Indonesia,Luwu Utara,Natural Landmark,Not Available
14599,Buyu Mapulangi,-1.4505,120.8348,Indonesia,Malei,Natural Landmark,Not Available
14600,Buyu Marambungu,-2.3617,120.6705,Indonesia,Maleku,Natural Landmark,Not Available
14601,Buyu Maranindi,-1.639397,120.6606993,Indonesia,Sangira,Natural Landmark,Not Available
14602,Buyu Masipa,-2.2453,120.7383,Indonesia,Luwu Timur,Natural Landmark,Not Available
14603,Buyu Matatapalingan,-1.41,121.9377,Indonesia,Parangisi,Natural Landmark,Not Available
14604,Buyu Mawuroto,-1.0713,121.3709,Indonesia,Tampanombo,Natural Landmark,Not Available
14605,Buyu Mayope,-2.356,120.6624,Indonesia,Maleku,Natural Landmark,Not Available
14606,Buyu Mbiro,-1.7404,120.7444,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14607,Buyu Melimba,-2.3211,120.6993,Indonesia,Luwu Timur,Natural Landmark,Not Available
14608,Buyu Mesindo,-1.7179,120.5882,Indonesia,Pamona,Natural Landmark,Not Available
14609,Buyu Mobalaba,-2.4218,120.6937,Indonesia,Mandiri,Natural Landmark,Not Available
14610,Buyu Mondele,-2.2775,120.6533,Indonesia,Margolembo,Natural Landmark,Not Available
14611,Buyu Moreko,-2.2912,120.6478,Indonesia,Margolembo,Natural Landmark,Not Available
14612,Buyu Morowali,-1.7171,121.4427,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14613,Buyu Mpenggou,-2.234,120.7232,Indonesia,Luwu Timur,Natural Landmark,Not Available
14614,Buyu Mungkudena,-1.7171,120.7002,Indonesia,Kelei,Natural Landmark,Not Available
14615,Buyu Nanasi,-2.4641,120.7206,Indonesia,Beringin Jaya,Natural Landmark,Not Available
14616,Buyu Nggase,-1.6753,120.6251,Indonesia,Saojo,Natural Landmark,Not Available
14617,Buyu Ngkodo,-2.4158,120.7303,Indonesia,Tomoni,Natural Landmark,Not Available
14618,Buyu Ngkoi,-1.6775,120.6004,Indonesia,Petirodongi,Natural Landmark,Not Available
14619,Buyu Ngoyo,-1.4036,121.8403,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14620,Buyu Owini,-1.9678,120.5381,Indonesia,Panjo,Natural Landmark,Not Available
14621,Buyu Paa,-1.6447,121.2315,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14622,Buyu Paawurake,-1.6924,120.5507,Indonesia,Buyumpondoli,Natural Landmark,Not Available
14623,Buyu Padabangke,-1.5565,121.1135,Indonesia,Korondoda,Natural Landmark,Not Available
14624,Buyu Padanglimbuka,-1.6258,121.2259,Indonesia,Malino,Natural Landmark,Not Available
14625,Buyu Pakanangi,-2.4767,120.6568,Indonesia,Sumber Alam,Natural Landmark,Not Available
14626,Buyu Palapala,-1.7369,121.3497,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14627,Buyu Palumpu,-1.771,120.5699,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14628,Buyu Pameke,-2.171,120.6446,Indonesia,Pandayora,Natural Landmark,Not Available
14629,Buyu Panduawea,-2.3373,120.6911,Indonesia,Luwu Timur,Natural Landmark,Not Available
14630,Buyu Pangka,-2.4234,120.614,Indonesia,Ujung Baru,Natural Landmark,Not Available
14631,Buyu Pangkowanya,-2.327,120.6818,Indonesia,Luwu Timur,Natural Landmark,Not Available
14632,Buyu Pangkula,-1.6641,120.6357,Indonesia,Sulewana,Natural Landmark,Not Available
14633,Buyu Panjoka,-0.9694,121.5686,Indonesia,Uentanaga Atas,Natural Landmark,Not Available
14634,Buyu Pantaasela,-2.3266,120.6685,Indonesia,Maleku,Natural Landmark,Not Available
14635,Buyu Pantana,-2.3616,120.7103,Indonesia,Wonorejo,Natural Landmark,Not Available
14636,Buyu Pantawaa,-1.6655,120.5758,Indonesia,Petirodongi,Natural Landmark,Not Available
14637,Buyu Pantoka,-2.3389,120.6765,Indonesia,Maleku,Natural Landmark,Not Available
14638,Buyu Panyebi,-1.6524,120.7025,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14639,Buyu Parakarumbu,-2.3709,120.748,Indonesia,Wonorejo,Natural Landmark,Not Available
14640,Buyu Pasaya,-2.1321,120.6212,Indonesia,Boe,Natural Landmark,Not Available
14641,Buyu Pasuwualo,-2.2439,120.7055,Indonesia,Luwu Timur,Natural Landmark,Not Available
14642,Buyu Patinja,-2.3109,120.6734,Indonesia,Panca Karsa,Natural Landmark,Not Available
14643,Buyu Pelato,-1.5474,120.7155,Indonesia,Tampemadoro,Natural Landmark,Not Available
14644,Buyu Peleru,-1.6958,121.1961,Indonesia,Tandoyondo,Natural Landmark,Not Available
14645,Buyu Pelombong,-2.039,120.5401,Indonesia,Bancea,Natural Landmark,Not Available
14646,Buyu Penggoli,-2.266,120.5254,Indonesia,Luwu Timur,Natural Landmark,Not Available
14647,Buyu Pengkula,-1.6824,120.6516,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14648,Buyu Petirolembah,-1.7928,120.6743,Indonesia,Kelei,Natural Landmark,Not Available
14649,Buyu Petirorano,-1.7919,120.4543,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14650,Buyu Petirowuka,-1.6109,120.7102,Indonesia,Panjoka,Natural Landmark,Not Available
14651,Buyu Pinepasa,-1.3612,121.2333,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14652,Buyu Poamba,-2.4881,120.7358,Indonesia,Margomulyo,Natural Landmark,Not Available
14653,Buyu Pobala,-2.3526,120.8085,Indonesia,Luwu Timur,Natural Landmark,Not Available
14654,Buyu Poende,-2.4445,120.7297,Indonesia,Tomoni,Natural Landmark,Not Available
14655,Buyu Polegamenco,-2.0269,120.546,Indonesia,Bancea,Natural Landmark,Not Available
14656,Buyu Pombero,-1.7012,121.8131,Indonesia,Siliti,Natural Landmark,Not Available
14657,Buyu Pompewai,-2.1221,120.5925,Indonesia,Boe,Natural Landmark,Not Available
14658,Buyu Pongapa,-1.4588,121.7249,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14659,Buyu Poninde,-2.1677,120.5823,Indonesia,Luwu Timur,Natural Landmark,Not Available
14660,Buyu Popoko,-1.6525,121.125,Indonesia,Tamonjengi,Natural Landmark,Not Available
14661,Buyu Puenggeli,-2.0088,120.5267,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14662,Buyu Puncucalili,-2.2893,120.8072,Indonesia,Pertasi Kencana,Natural Landmark,Not Available
14663,Buyu Rantekambola,-2.3328,120.5215,Indonesia,Luwu Utara,Natural Landmark,Not Available
14664,Buyu Rapanbakalai,-1.4911,121.6744,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14665,Buyu Rapanbi,-1.2797,121.656,Indonesia,Uematopa,Natural Landmark,Not Available
14666,Buyu Rapansuleimanu,-1.5607,121.5733,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14667,Buyu Saimotaro,-2.0099,120.7395,Indonesia,Singkona,Natural Landmark,Not Available
14668,Buyu Salangar,-1.4822,121.7893,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14669,Buyu Salubanga,-1.6576,120.5174,Indonesia,Mayakeli,Natural Landmark,Not Available
14670,Buyu Salumate,-2.3356,120.7137,Indonesia,Wonorejo,Natural Landmark,Not Available
14671,Buyu Sanggona,-2.1395,120.6115,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14672,Buyu Sangia,-2.3071,120.6315,Indonesia,Panca Karsa,Natural Landmark,Not Available
14673,Buyu Sayuwayu,-2.3535,120.7898,Indonesia,Luwu Timur,Natural Landmark,Not Available
14674,Buyu Sinara,-1.3359,121.7557,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14675,Buyu Taayota,-1.6407,120.623,Indonesia,Sulewana,Natural Landmark,Not Available
14676,Buyu Tabalo,-1.8013,121.6408,Indonesia,Posangke,Natural Landmark,Not Available
14677,Buyu Tabinero,-1.5793,121.1708,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14678,Buyu Tabonalu,-1.7927,120.727,Indonesia,Ompo Didiri,Natural Landmark,Not Available
14679,Buyu Taipa,-1.9422,120.5417,Indonesia,Panjo,Natural Landmark,Not Available
14680,Buyu Takolekaju,-2.0499,120.61,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14681,Buyu Talise,-1.3194,121.2092,Indonesia,Sandada,Natural Landmark,Not Available
14682,Buyu Taliyombu,-1.9221,120.7423,Indonesia,Poleganyara,Natural Landmark,Not Available
14683,Buyu Tamanusa,-2.318,120.6732,Indonesia,Panca Karsa,Natural Landmark,Not Available
14684,Buyu Tamatua,-2.1971,120.622,Indonesia,Kasintuwu,Natural Landmark,Not Available
14685,Buyu Tambuli,-2.2282,120.5494,Indonesia,Luwu Timur,Natural Landmark,Not Available
14686,Buyu Tamogawu,-2.205,120.7026,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14687,Buyu Tamolawa,-2.2944,120.6205,Indonesia,Margolembo,Natural Landmark,Not Available
14688,Buyu Tampepolo,-2.3407,120.7377,Indonesia,Wonorejo,Natural Landmark,Not Available
14689,Buyu Tampodike,-2.3351,120.7847,Indonesia,Luwu Timur,Natural Landmark,Not Available
14690,Buyu Tamungkubangke,-2.0207,120.5417,Indonesia,Bancea,Natural Landmark,Not Available
14691,Buyu Tamungkulawa,-1.6447,120.689,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14692,Buyu Tamungkulebanu,-2.3218,120.6255,Indonesia,Panca Karsa,Natural Landmark,Not Available
14693,Buyu Tamungkulebu,-2.0341,120.6064,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14694,Buyu Tamungkulodi,-2.3595,120.7322,Indonesia,Wonorejo,Natural Landmark,Not Available
14695,Buyu Tamungkupetoya,-2.2751,120.913,Indonesia,Luwu Timur,Natural Landmark,Not Available
14696,Buyu Tancido,-2.2621,120.6332,Indonesia,Margolembo,Natural Landmark,Not Available
14697,Buyu Tandocilo,-2.1918,120.7237,Indonesia,Mayoa,Natural Landmark,Not Available
14698,Buyu Tandowatu,-2.3646,120.633,Indonesia,Maleku,Natural Landmark,Not Available
14699,Buyu Tandowau,-2.4564,120.5885,Indonesia,Ujung Baru,Natural Landmark,Not Available
14700,Buyu Tangkambulonci,-1.6782,120.5323,Indonesia,Mayakeli,Natural Landmark,Not Available
14701,Buyu Tanono,-1.6613,120.6855,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14702,Buyu Tanumbu,-2.2549,120.7198,Indonesia,Luwu Timur,Natural Landmark,Not Available
14703,Buyu Tarambula,-2.3811,120.6945,Indonesia,Balai Kembang,Natural Landmark,Not Available
14704,Buyu Taronggo,-1.7487,121.6664,Indonesia,Tambarobone,Natural Landmark,Not Available
14705,Buyu Tetenono,-1.4112,121.1671,Indonesia,Betaua,Natural Landmark,Not Available
14706,Buyu Teura,-1.6464,120.673,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14707,Buyu Tinumbu,-2.3604,120.7938,Indonesia,Luwu Timur,Natural Landmark,Not Available
14708,Buyu Tobaidou,-1.596,121.1181,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14709,Buyu Tobimbou,-1.9559,120.7221,Indonesia,Masewe,Natural Landmark,Not Available
14710,Buyu Toelangi,-2.4388,120.5501,Indonesia,Luwu Timur,Natural Landmark,Not Available
14711,Buyu Tombamorapi,-1.619,120.6305,Indonesia,Lena,Natural Landmark,Not Available
14712,Buyu Tombe,-2.187,120.5789,Indonesia,Luwu Timur,Natural Landmark,Not Available
14713,Buyu Tomira,-1.5818,121.8848,Indonesia,Tananagaya,Natural Landmark,Not Available
14714,Buyu Tongkaju,-2.2139,120.6862,Indonesia,Luwu Timur,Natural Landmark,Not Available
14715,Buyu Tosagiu,-1.759,120.4971,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14716,Buyu Tosaro,-1.644,120.6421,Indonesia,Sangira,Natural Landmark,Not Available
14717,Buyu Towingkeli,-2.3781,120.7324,Indonesia,Wonorejo,Natural Landmark,Not Available
14718,Buyu Tumonda,-1.7795,120.484,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14719,Buyu Uemadaa,-2.2866,120.6504,Indonesia,Margolembo,Natural Landmark,Not Available
14720,Buyu Uemaeta,-2.3292,120.6853,Indonesia,Luwu Timur,Natural Landmark,Not Available
14721,Buyu Uemasi,-1.7528,121.557,Indonesia,Matube,Natural Landmark,Not Available
14722,Buyu Untukalakia,-1.8397,120.7424,Indonesia,Ompo Didiri,Natural Landmark,Not Available
14723,Buyu Untuntayawa,-1.5661,121.1407,Indonesia,Upt Dataran Bugi,Natural Landmark,Not Available
14724,Buyu Untuwerainole,-1.5712,121.2298,Indonesia,Malino,Natural Landmark,Not Available
14725,Buyu Wanapompangeo,-1.5471,120.8924,Indonesia,Matako,Natural Landmark,Not Available
14726,Buyu Wanga,-2.3626,120.6953,Indonesia,Balai Kembang,Natural Landmark,Not Available
14727,Buyu Watumakuni,-1.0174,121.4675,Indonesia,Bongkakoi,Natural Landmark,Not Available
14728,Buyu Watumayoa,-1.5956,120.6952,Indonesia,Kuku,Natural Landmark,Not Available
14729,Buyu Watumoana,-1.4409,121.8261,Indonesia,Uepakatu,Natural Landmark,Not Available
14730,Buyu Watumoraa,-2.1629,120.5081,Indonesia,Luwu Utara,Natural Landmark,Not Available
14731,Buyu Watumototo,-2.1884,120.6972,Indonesia,Panda Jaya,Natural Landmark,Not Available
14732,Buyu Wawobone,-2.2906,120.6637,Indonesia,Margolembo,Natural Landmark,Not Available
14733,Buyu Wayumbo,-1.6144,121.1438,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14734,Buyu Welene,-2.2669,120.5321,Indonesia,Luwu Timur,Natural Landmark,Not Available
14735,Buyu Wombe,-1.3844,121.6315,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14736,Buyu Woyo,-2.4014,120.6982,Indonesia,Balai Kembang,Natural Landmark,Not Available
14737,Buyu Wuko,-1.782,120.5483,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14738,Buyul Kulasi,0.7737,120.3664,Indonesia,Lagong,Natural Landmark,Not Available
14739,Buyul Lagong,0.7826,120.3907,Indonesia,Lagong,Natural Landmark,Not Available
14740,Buyul Lebolali,0.7728,120.49,Indonesia,Ogosila,Natural Landmark,Not Available
14741,Buyul Lemo,0.7187,120.366,Indonesia,Kecamatan Dondo,Natural Landmark,Not Available
14742,Buyul Masilang,0.8036,120.3662,Indonesia,Labuo,Natural Landmark,Not Available
14743,Buyule Abatog,0.8871,120.9429,Indonesia,Kecamatan Baolan,Natural Landmark,Not Available
14744,Buyule Ayaman,0.7975,120.6466,Indonesia,Alisaang,Natural Landmark,Not Available
14745,Buyule Bandung,0.8926,120.6315,Indonesia,Bilodondo,Natural Landmark,Not Available
14746,Buyule Basi,0.7117,120.6732,Indonesia,desa,Natural Landmark,Not Available
14747,Buyule Betengon,0.7177,120.5359,Indonesia,Kecamatan Dondo,Natural Landmark,Not Available
14748,Buyule Bilo,0.8992,120.6569,Indonesia,Bilo,Natural Landmark,Not Available
14749,Buyule Damar,0.6934,120.9725,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14750,Buyule Galege,0.69,120.937,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14751,Buyule Ganonggol,0.8411,120.8563,Indonesia,Pangkola,Natural Landmark,Not Available
14752,Buyule Gatalan,0.8261,120.9344,Indonesia,Maibua Ii (mulia Sari),Natural Landmark,Not Available
14753,Buyule Kamalu,0.881,120.6741,Indonesia,Tumpapa,Natural Landmark,Not Available
14754,Buyule Katambolang,0.8769,120.8897,Indonesia,Janja,Natural Landmark,Not Available
14755,Buyule Kukusan,0.6977,120.9083,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14756,Buyule Lampaklobu,0.8186,120.6891,Indonesia,Abali,Natural Landmark,Not Available
14757,Buyule Lanan,0.8848,120.7769,Indonesia,Cabang,Natural Landmark,Not Available
14758,Buyule Lembatora,0.7612,120.5014,Indonesia,Malulu,Natural Landmark,Not Available
14759,Buyule Malino,0.7057,120.8872,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14760,Buyule Marisa,0.7776,120.7378,Indonesia,Silondou,Natural Landmark,Not Available
14761,Buyule Ngesdong,0.6862,120.6691,Indonesia,Labonu,Natural Landmark,Not Available
14762,Buyule Ogomonda,0.9684,120.8974,Indonesia,Kecamatan Baolan,Natural Landmark,Not Available
14763,Buyule Ogosipat,0.7098,120.7731,Indonesia,Kayu Lompa,Natural Landmark,Not Available
14764,Buyule Ogotaring,0.9188,120.8999,Indonesia,Oyom,Natural Landmark,Not Available
14765,Buyule Oyom,0.9651,120.8619,Indonesia,Mae,Natural Landmark,Not Available
14766,Buyule Pampaile,0.9745,120.9093,Indonesia,Kecamatan Baolan,Natural Landmark,Not Available
14767,Buyule Perkumpulan,0.7057,120.6485,Indonesia,Pangandupan,Natural Landmark,Not Available
14768,Buyule Ponyuliapan,0.6453,120.6163,Indonesia,Kecamatan Basidondo,Natural Landmark,Not Available
14769,Buyule Sahi,0.7982,120.6879,Indonesia,Alisaang,Natural Landmark,Not Available
14770,Buyule Salusupande,0.8171,120.7983,Indonesia,desa,Natural Landmark,Not Available
14771,Buyule Sambali,0.6785,120.7881,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14772,Buyule Sibaluton,0.7125,120.5801,Indonesia,Sibaluton,Natural Landmark,Not Available
14773,Buyule Sikotong,0.8645,120.6554,Indonesia,Kamalu,Natural Landmark,Not Available
14774,Buyule Silondou,0.8086,120.8348,Indonesia,Sibea,Natural Landmark,Not Available
14775,Buyule Simongoloyo,0.6565,120.7525,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14776,Buyule Sompinit,0.7866478,120.8274992,Indonesia,Lampasio,Natural Landmark,Not Available
14777,Buyule Tangkudan,0.628,120.5085,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14778,Buyule Tanjungmalapi,0.8305,120.7189,Indonesia,Bambalaga,Natural Landmark,Not Available
14779,Buyule Tigabersaudara,0.6292,120.5409,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14780,Buyule Tinading,0.9147,120.7771,Indonesia,Salusui,Natural Landmark,Not Available
14781,Buyule Tinombala,0.6878,120.8373,Indonesia,Central Sulawesi,Natural Landmark,Not Available
14782,Buyule Toga,0.7604,120.5335,Indonesia,Tawaromaduri,Natural Landmark,Not Available
14783,Buyule Tongkou,0.6753,120.8127,Indonesia,Kecamatan Basidondo,Natural Landmark,Not Available
14784,CAGAR BUDAYA JOGLO,-7.7113769,110.3754724,Indonesia,Donoharjo,Archaeological Site,Not Available
14785,"CAN'S Gallery",-6.1758489,106.8171784,Indonesia,Special capital Region of Jakarta,Art Gallery,Not Available
14786,CEURANA,3.7374713,96.8323691,Indonesia,Blang Pidie,Monument,Not Available
14787,Cagar Alam Kersik Luway,-0.2986927,115.719764,Indonesia,East Kalimantan,Nature Reserve,Not Available
14788,Cagar Budaya Putri Mayang,-2.1411232,115.2042793,Indonesia,Jaar,Archaeological Site,Not Available
14789,Cagar Budaya Watu Sigong,-7.6606988,110.5754069,Indonesia,Gatak,Monument,Not Available
14790,Camp Desa Papaan,-2.6214964,116.2965648,Indonesia,Gunung Batu Besar,Scenic View,Not Available
14791,Camp Dugan,-2.8987092,116.2285301,Indonesia,Geronggang,Scenic View,Not Available
14792,Camp Gunung Calang,-2.7251584,116.3429097,Indonesia,Gunung Calang,Scenic View,Not Available
14793,Campid,-8.1,114.116667,Indonesia,East Java,Natural Landmark,Not Available
14794,Cancan walung,-8.5583586,119.995325,Indonesia,Cunca Lolos,Tourist Attraction,Not Available
14795,Cancar Rice Terrace Spider Web,-8.6456205,120.3439505,Indonesia,Dusun Wotol,Scenic View,Not Available
14796,Candi,-7.6252159,112.6159826,Indonesia,Penanggungan,Archaeological Site,Not Available
